question_id,question_fa,question_en,gold_answer,question_mode,sheet_name
213,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا نقاش دیواری (مورالیست) است؟ الف) مهدی طارمی ب) مسعود پزشکیان ج) نیما یوشیج د) مینوش زمردی‌نیا,Which of the following Iranian individuals is either a visual artist or a muralist? A) Mahdi Taremi B) Masoud Pezeshkian C) Nima Yooshij D) Minoosh Zomorodinia,D,MCQ,single-op-MCQ
214,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا عکاس زن است؟ الف) هوشنگ امیراحمدی ب) امیر مهدی ژوله ج) شقایق دهقان د) ناهید کاظمی,Which of the following Iranian individuals is either a visual artist or a female photographer? A) Hooshang Amirahmadi B) Amir Mahdi Zhoole C) Shaghayegh Dehghan D) Nahid Kazemi,D,MCQ,single-op-MCQ
215,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی,Which of the following Iranian individuals is either a visual artist or a video artist? A) Karim Bagheri B) Elham Hamidi C) Dorcci D) Tara Haghi,D,MCQ,single-op-MCQ
216,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مینیاتوریست است یا مدرس هنر است؟ الف) بهداد سلیمی ب) علی ضیا ج) محمود احمدینژاد د) جلال شباهنگی,Which of the following Iranian individuals is either a miniaturist or an art educator? A) Behdad Salimi B) Ali Ziya C) Mahmoud Ahmadinejad D) Jalal Shabahangi,D,MCQ,single-op-MCQ
217,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مینیاتوریست است یا هنرمند مفهومی است؟ الف) مریلا زارعی ب) سردار آزمون ج) لیلا حاتمی د) سیا ارمجانی,Which of the following Iranian individuals is either a miniaturist or a conceptual artist? A) Merila Zarei B) Sardar Azmoon C) Leila Hatami D) Siah Armajani,D,MCQ,single-op-MCQ
218,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مینیاتوریست است یا هنرمند چیدمان است؟ الف) انوشه انصاری ب) سارا رجایی ج) خداداد عزیزی د) خسرو حسن زاده,Which of the following Iranian individuals is either a miniaturist or an installation artist? A) Anousheh Ansari B) Sara Rajaei C) Khodadad Azizi D) Khosrow Hassanzadeh,D,MCQ,single-op-MCQ
219,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مینیاتوریست است یا هنرمند انتزاعی (آبستره) است؟ الف) مجید مجیدی ب) سعید جلیلی ج) سام درخشانی د) مارکوس گریگوریان,Which of the following Iranian individuals is either a miniaturist or an abstract artist? A) Majid Majidi B) Saeed Jalili C) Sam Derakhshani D) Marcos Grigorian,D,MCQ,single-op-MCQ
220,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مینیاتوریست است یا نقاش دیواری (مورالیست) است؟ الف) علی علیزاده ب) محمدرضا هدایتی ج) سالومه سیدنیا د) مهدی قدیانلو,Which of the following Iranian individuals is either a miniaturist or a muralist? A) Ali Alizadeh B) Mohammadreza Hedaiati C) Salome Seyednia D) Mehdi Ghadyanloo,D,MCQ,single-op-MCQ
221,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مینیاتوریست است یا عکاس زن است؟ الف) شاهین چارمی ب) شهریار نشاط ج) کاوه مدیدی د) اکرم فهیمیان,Which of the following Iranian individuals is either a miniaturist or a female photographer? A) Shahin Charmi B) Shahryar Nashat C) Kaweh Modiri D) Akram Fahimian,D,MCQ,single-op-MCQ
222,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مینیاتوریست است یا هنرمند ویدئویی است؟ الف) هومن جاوید ب) کوروش یغمایی ج) آندره سیمونیان د) آتوسا بنده,Which of the following Iranian individuals is either a miniaturist or a video artist? A) Houman Javid B) Kourosh Yaghmaei C) Andre Simonyan D) Atousa Bandeh,D,MCQ,single-op-MCQ
223,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مدرس هنر است یا هنرمند مفهومی است؟ الف) علیرضا بیرانوند ب) محسن چاووشی ج) پژمان جمشیدی د) نوید نور,Which of the following Iranian individuals is either an art educator or a conceptual artist? A) Alireza Biranvand B) Mohsen Chavoshi C) Pejman Jamshidi D) Navid Nuur,D,MCQ,single-op-MCQ
224,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مدرس هنر است یا هنرمند چیدمان است؟ الف) سیا ارمجانی ب) اکبر عبدی ج) لیلا پازوکی د) افروز عمیقی,Which of the following Iranian individuals is either an art educator or an installation artist? A) Siah Armajani B) Akbar Abdi C) Leila Pazooki D) Afruz Amighi,D,MCQ,single-op-MCQ
225,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مدرس هنر است یا هنرمند انتزاعی (آبستره) است؟ الف) مهران غفوریان ب) الناز شاکردوست ج) علیرضا نیکبخت د) محمود فرشچیان,Which of the following Iranian individuals is either an art educator or an abstract artist? A) Mehran Ghafourian B) Elnaz Shakerdoost C) Alireza Vahedi Nikbakht D) Mahmoud Farshchian,D,MCQ,single-op-MCQ
226,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مدرس هنر است یا نقاش دیواری (مورالیست) است؟ الف) علیرضا فغانی ب) حامد بهداد ج) رضا صادقی د) فرناز ضابطیان,Which of the following Iranian individuals is either an art educator or a muralist? A) Alireza Faghani B) Hamed Behdad C) Reza Sadeghi D) Farnaz Zabetian,D,MCQ,single-op-MCQ
227,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا مدرس هنر است یا عکاس زن است؟ الف) نسرین طباطبایی ب) شعله عسگری ج) خسرو حسن‌زاده د) مریم مجد,Which of the following Iranian individuals is either an art educator or a female photographer? A) Nasrin Tabatabai B) Sholeh Asgary C) Khosrow Hassanzadeh D) Maryam Majd,D,MCQ,single-op-MCQ
228,کدام‌یک از افراد ایرانی زیر یا هنرمند تجسمی است یا هنرمند ویدئویی است؟ الف) کریم باقری ب) الهام حمیدی ج) دورچی د) تارا حقی از افراد ایرانی زیر یا هنرمند مفهومی است یا هنرمند چیدمان است؟ الف) رامین جوادی ب) شادمهر عقیلی ج) حسین مرعشی د) فریبا حاج‌احمدی,Which of the following Iranian individuals is either a conceptual artist or an installation artist? A) Ramin Djawadi B) Shadmehr Aghili C) Hossein Marashi D) Fariba Hajamadi,D,MCQ,single-op-MCQ
229,کدام‌یک از افراد ایرانی زیر یا هنرمند مفهومی است یا هنرمند انتزاعی (آبستره) است؟ الف) حسن یزدانی ب) عباس جدیدی ج) پروین اعتصامی د) پرویز تناولی,Which of the following Iranian individuals is either a conceptual artist or an abstract artist? A) Hassan Yazdani B) Abbas Jadidi C) Parvin Etesami D) Parviz Tanavoli,D,MCQ,single-op-MCQ
230,کدام‌یک از افراد ایرانی زیر یا هنرمند مفهومی است یا نقاش دیواری (مورالیست) است؟ الف) ناز شاهرخ ب) نایری باغرامیان ج) محمد مرندی د) سیروس شقاقی,Which of the following Iranian individuals is either a conceptual artist or a muralist? A) Naz Shahrokh B) Nairy Baghramian C) Mohammad Marandi D) Sirous Shaghaghi,D,MCQ,single-op-MCQ
231,کدام‌یک از افراد ایرانی زیر یا هنرمند مفهومی است یا عکاس زن است؟ الف) جیم کمپبل ب) بابک افراسیابی ج) رضا عطاران د) فرانک حیدریان,Which of the following Iranian individuals is either a conceptual artist or a female photographer? A) Jim Campbell B) Babak Afrassiabi C) Reza Attaran D) Faranak Heidariyan,D,MCQ,single-op-MCQ
232,کدام‌یک از افراد ایرانی زیر یا هنرمند مفهومی است یا هنرمند ویدئویی است؟ الف) شهلا معززی ب) سدا آدامیان ج) آناهیتا تیموریان د) مرضیه عمادی,Which of the following Iranian individuals is either a conceptual artist or a video artist? A) Shahla Moezzezi B) Seda Adamian C) Anahita Teymourian D) Marzieh Emadi,D,MCQ,single-op-MCQ
233,کدام‌یک از افراد ایرانی زیر یا هنرمند چیدمان است یا هنرمند انتزاعی (آبستره) است؟ الف) تهمینه میلانی ب) نیکی کریمی ج) مهناز افشار د) ناز شاهرخ,Which of the following Iranian individuals is either an installation artist or an abstract artist? A) Tahmineh Milani B) Niki Karimi C) Mahnaz Afshar D) Naz Shahrokh,D,MCQ,single-op-MCQ
234,کدام‌یک از افراد ایرانی زیر یا هنرمند چیدمان است یا نقاش دیواری (مورالیست) است؟ الف) سحر دولتشاهی ب) بهاره رهنما ج) شقایق دهقان د) باربد گلشیری,Which of the following Iranian individuals is either an installation artist or a muralist? A) Sahar Dolatshahi B) Bahareh Rahnema C) Shaghayegh Dehghan D) Barbad Golshiri,D,MCQ,single-op-MCQ
235,کدام‌یک از افراد ایرانی زیر یا هنرمند چیدمان است یا عکاس زن است؟ الف) رویا نونهالی ب) فاطمه معتمدآریا ج) گلاب آدینه د) میترا تبریزیان,Which of the following Iranian individuals is either an installation artist or a female photographer A) Roya Nonahali B) Fatemeh Motamed-Arya C) Golab Adineh D) Mitra Tabrizian,D,MCQ,single-op-MCQ
236,کدام‌یک از افراد ایرانی زیر یا هنرمند چیدمان است یا هنرمند ویدئویی است؟ الف) سیما تیرانداز ب) ریما رامین‌فر ج) شبنم مقدمی د) شهریار نشاط,Which of the following Iranian individuals is either an installation artist or a video artist? A) Sima Tirandaz B) Rima Raminfar C) Shabnam Moghaddami D) Shahryar Nashat,D,MCQ,single-op-MCQ
237,کدام‌یک از افراد ایرانی زیر یا هنرمند انتزاعی (آبستره) است یا نقاش دیواری (مورالیست) است؟ الف) مریلا زارعی ب) امین حیایی ج) پگاه آهنگرانی د) شارل حسین زنده‌رودی,Which of the following Iranian individuals is either an abstract artist or a muralist? A) Merila Zarei B) Amin Hayai C) Pegah Ahangarani D) Charles Hossein Zenderoudi,D,MCQ,single-op-MCQ
